ORDEM;LOTE;PRODUTO;SITUACAO;COR;DESENHO;VARIANTE;CATEGORIA;NRO_ROLO;METROS;PESO_BRUTO;PESO_LIQUIDO;LARGURA;NRO;ROLO_PL;NRO_PECA;AVISO;FORNECEDOR;TEAR;Num_Etq_Aux
000014;T237L2;000014;001;00012;00000;00000;01;0000266463;101,4;31,1;30,7;1,40;201;21;001;000249;W;000021;W000021266463001
000014;T237L2;000014;001;00012;00000;00000;01;0000266464;100,2;30,8;30,4;1,40;202;22;001;000249;W;000022;W000022266464001
000014;T237L2;000014;001;00012;00000;00000;01;0000266465;100;30,7;30,3;1,40;203;23;001;000249;W;000023;W000023266465001
000014;T237L2;000014;001;00012;00000;00000;01;0000266466;104,9;32,2;31,8;1,40;204;24;001;000249;W;000024;W000024266466001
000014;T237L2;000014;001;00012;00000;00000;01;0000266467;104,2;32,0;31,6;1,40;205;25;001;000249;W;000025;W000025266467001
000014;T237L2;000014;001;00012;00000;00000;01;0000266468;80;24,6;24,2;1,40;206;26;001;000249;W;000026;W000026266468001
000014;T237L2;000014;001;00012;00000;00000;01;0000266469;101,1;31,0;30,6;1,40;207;27;001;000249;W;000027;W000027266469001
000014;T237L2;000014;001;00012;00000;00000;01;0000266470;103,6;31,8;31,4;1,40;208;28;001;000249;W;000028;W000028266470001
000014;T237L2;000014;001;00012;00000;00000;01;0000266471;100;30,7;30,3;1,40;209;29;001;000249;W;000029;W000029266471001
000014;T237L2;000014;001;00012;00000;00000;01;0000266472;109,4;33,6;33,2;1,40;210;30;001;000249;W;000030;W000030266472001
000014;T237L2;000014;001;00012;00000;00000;01;0000266473;110;33,7;33,3;1,40;211;31;001;000249;W;000031;W000031266473001
000014;T237L2;000014;001;00012;00000;00000;01;0000266474;111,2;34,1;33,7;1,40;212;32;001;000249;W;000032;W000032266474001
000014;T237L3;000014;001;00012;00000;00000;01;0000266475;101,7;31,2;30,8;1,40;213;33;001;000249;W;000033;W000033266475001
000014;T237L3;000014;001;00012;00000;00000;01;0000266476;64,5;19,9;19,5;1,40;214;34;001;000249;W;000034;W000034266476001
000014;T237L3;000014;001;00012;00000;00000;01;0000266477;99,2;30,5;30,1;1,40;215;35;001;000249;W;000035;W000035266477001
000014;T237L3;000014;001;00012;00000;00000;01;0000266478;101,6;31,2;30,8;1,40;216;36;001;000249;W;000036;W000036266478001
000014;T237L3;000014;001;00012;00000;00000;01;0000266479;102,2;31,4;31,0;1,40;217;37;001;000249;W;000037;W000037266479001
000014;T237L3;000014;001;00012;00000;00000;01;0000266480;87,3;26,9;26,5;1,40;218;38;001;000249;W;000038;W000038266480001
000014;T237L3;000014;001;00012;00000;00000;01;0000266481;101;31,0;30,6;1,40;219;39;001;000249;W;000039;W000039266481001
000014;T237L3;000014;001;00012;00000;00000;01;0000266482;102,1;31,3;30,9;1,40;220;40;001;000249;W;000040;W000040266482001
000014;T237L3;000014;001;00012;00000;00000;01;0000266483;101,2;31,1;30,7;1,40;221;41;001;000249;W;000041;W000041266483001
000014;T237L3;000014;001;00012;00000;00000;01;0000266484;90;27,7;27,3;1,40;222;42;001;000249;W;000042;W000042266484001
000014;T237L3;000014;001;00012;00000;00000;01;0000266485;103,6;31,8;31,4;1,40;223;43;001;000249;W;000043;W000043266485001
000014;T237L3;000014;001;00012;00000;00000;01;0000266486;90;27,7;27,3;1,40;224;44;001;000249;W;000044;W000044266486001
000014;T237L3;000014;001;00012;00000;00000;01;0000266487;100,4;30,8;30,4;1,40;225;45;001;000249;W;000045;W000045266487001
000014;T237L3;000014;001;00012;00000;00000;01;0000266488;69,4;21,4;21,0;1,40;226;46;001;000249;W;000046;W000046266488001
000014;T237L3;000014;001;00012;00000;00000;01;0000266489;98,3;30,2;29,8;1,40;227;47;001;000249;W;000047;W000047266489001
000014;T237L3;000014;001;00012;00000;00000;01;0000266490;100;30,7;30,3;1,40;228;48;001;000249;W;000048;W000048266490001
000014;T237L3;000014;001;00012;00000;00000;01;0000266491;107;32,8;32,4;1,40;229;49;001;000249;W;000049;W000049266491001
000014;T237L3;000014;001;00012;00000;00000;01;0000266492;84,3;25,9;25,5;1,40;230;50;001;000249;W;000050;W000050266492001
000014;T237L3;000014;001;00012;00000;00000;01;0000266493;101,1;31,0;30,6;1,40;231;51;001;000249;W;000051;W000051266493001
000014;T237L3;000014;001;00012;00000;00000;01;0000266494;96,3;29,6;29,2;1,40;232;52;001;000249;W;000052;W000052266494001
000014;T237L1;000014;001;00013;00000;00000;01;0000266495;101,9;31,3;30,9;1,40;233;1;001;000249;W;000001;W000001266495001
000014;T237L1;000014;001;00013;00000;00000;01;0000266496;82,4;25,4;25,0;1,40;234;2;001;000249;W;000002;W000002266496001
000014;T237L1;000014;001;00013;00000;00000;01;0000266497;99,9;30,7;30,3;1,40;235;3;001;000249;W;000003;W000003266497001
000014;T237L1;000014;001;00013;00000;00000;01;0000266498;95,1;29,2;28,8;1,40;236;4;001;000249;W;000004;W000004266498001
000014;T237L1;000014;001;00013;00000;00000;01;0000266499;101,5;31,2;30,8;1,40;237;5;001;000249;W;000005;W000005266499001
000014;T237L1;000014;001;00013;00000;00000;01;0000266500;95,5;29,3;28,9;1,40;238;6;001;000249;W;000006;W000006266500001
000014;T237L1;000014;001;00013;00000;00000;01;0000266501;99,6;30,6;30,2;1,40;239;7;001;000249;W;000007;W000007266501001
000014;T237L1;000014;001;00013;00000;00000;01;0000266502;98,4;30,2;29,8;1,40;240;8;001;000249;W;000008;W000008266502001
000014;T237L1;000014;001;00013;00000;00000;01;0000266503;101,1;31,0;30,6;1,40;241;9;001;000249;W;000009;W000009266503001
000014;T237L1;000014;001;00013;00000;00000;01;0000266504;110,4;33,9;33,5;1,40;242;10;001;000249;W;000010;W000010266504001
000014;T237L1;000014;001;00013;00000;00000;01;0000266505;51,4;16,0;15,6;1,40;243;11;001;000249;W;000011;W000011266505001
000014;T237L1;000014;001;00013;00000;00000;01;0000266506;104;31,9;31,5;1,40;244;12;001;000249;W;000012;W000012266506001
000014;T237L1;000014;001;00013;00000;00000;01;0000266507;93,5;28,7;28,3;1,40;245;13;001;000249;W;000013;W000013266507001
000014;T237L1;000014;001;00013;00000;00000;01;0000266508;100,5;30,9;30,5;1,40;246;14;001;000249;W;000014;W000014266508001
000014;T237L1;000014;001;00013;00000;00000;01;0000266509;93,5;28,7;28,3;1,40;247;15;001;000249;W;000015;W000015266509001
000014;T237L1;000014;001;00013;00000;00000;01;0000266510;100,8;30,9;30,5;1,40;248;16;001;000249;W;000016;W000016266510001
000014;T237L1;000014;001;00013;00000;00000;01;0000266511;101,9;31,3;30,9;1,40;249;17;001;000249;W;000017;W000017266511001
000014;T237L1;000014;001;00013;00000;00000;01;0000266512;99,2;30,5;30,1;1,40;250;18;001;000249;W;000018;W000018266512001
000014;T237L1;000014;001;00013;00000;00000;01;0000266513;96,5;29,6;29,2;1,40;251;19;001;000249;W;000019;W000019266513001
000014;T237L1;000014;001;00013;00000;00000;01;0000266514;78,9;24,3;23,9;1,40;252;20;001;000249;W;000020;W000020266514001
000014;T237L1;000014;001;00013;00000;00000;01;0000266515;101,2;31,1;30,7;1,40;253;21;001;000249;W;000021;W000021266515001
000014;T237L2;000014;001;00013;00000;00000;01;0000266516;104,1;31,9;31,5;1,40;254;22;001;000249;W;000022;W000022266516001
000014;T237L2;000014;001;00013;00000;00000;01;0000266517;101,3;31,1;30,7;1,40;255;23;001;000249;W;000023;W000023266517001
000014;T237L2;000014;001;00013;00000;00000;01;0000266518;99,1;30,4;30,0;1,40;256;24;001;000249;W;000024;W000024266518001
000014;T237L2;000014;001;00013;00000;00000;01;0000266519;89,1;27,4;27,0;1,40;257;25;001;000249;W;000025;W000025266519001
000014;T237L2;000014;001;00013;00000;00000;01;0000266520;106,8;32,8;32,4;1,40;258;26;001;000249;W;000026;W000026266520001
000014;T237L2;000014;001;00013;00000;00000;01;0000266521;97,5;29,9;29,5;1,40;259;27;001;000249;W;000027;W000027266521001
000014;T237L2;000014;001;00013;00000;00000;01;0000266522;90,7;27,9;27,5;1,40;260;28;001;000249;W;000028;W000028266522001
000014;T237L2;000014;001;00013;00000;00000;01;0000266523;98,9;30,4;30,0;1,40;261;29;001;000249;W;000029;W000029266523001
000014;T237L2;000014;001;00013;00000;00000;01;0000266524;82,7;25,5;25,1;1,40;262;30;001;000249;W;000030;W000030266524001
000014;T237L2;000014;001;00013;00000;00000;01;0000266525;99;30,4;30,0;1,40;263;31;001;000249;W;000031;W000031266525001
000014;T237L2;000014;001;00013;00000;00000;01;0000266526;90,5;27,8;27,4;1,40;264;32;001;000249;W;000032;W000032266526001
000014;T237L2;000014;001;00013;00000;00000;01;0000266527;96,7;29,7;29,3;1,40;265;33;001;000249;W;000033;W000033266527001
000014;T237L2;000014;001;00013;00000;00000;01;0000266528;95,2;29,2;28,8;1,40;266;34;001;000249;W;000034;W000034266528001
000014;T237L2;000014;001;00013;00000;00000;01;0000266529;100,4;30,8;30,4;1,40;267;35;001;000249;W;000035;W000035266529001
000014;T237L2;000014;001;00013;00000;00000;01;0000266530;73,9;22,8;22,4;1,40;268;36;001;000249;W;000036;W000036266530001
000014;T237L2;000014;001;00013;00000;00000;01;0000266531;100,2;30,8;30,4;1,40;269;37;001;000249;W;000037;W000037266531001
000014;T237L2;000014;001;00013;00000;00000;01;0000266532;102,4;31,4;31,0;1,40;270;38;001;000249;W;000038;W000038266532001
000014;T237L2;000014;001;00013;00000;00000;01;0000266533;112,3;34,4;34,0;1,40;271;39;001;000249;W;000039;W000039266533001
000014;T237L2;000014;001;00013;00000;00000;01;0000266534;82,9;25,5;25,1;1,40;272;40;001;000249;W;000040;W000040266534001
000014;T237L3;000014;001;00013;00000;00000;01;0000266535;101,8;31,2;30,8;1,40;273;41;001;000249;W;000041;W000041266535001
000014;T237L3;000014;001;00013;00000;00000;01;0000266536;63,7;19,7;19,3;1,40;274;42;001;000249;W;000042;W000042266536001
000014;T237L3;000014;001;00013;00000;00000;01;0000266537;99,3;30,5;30,1;1,40;275;43;001;000249;W;000043;W000043266537001
000014;T237L3;000014;001;00013;00000;00000;01;0000266538;87,5;26,9;26,5;1,40;276;44;001;000249;W;000044;W000044266538001
000014;T237L3;000014;001;00013;00000;00000;01;0000266539;104,4;32,0;31,6;1,40;277;45;001;000249;W;000045;W000045266539001
000014;T237L3;000014;001;00013;00000;00000;01;0000266540;71,8;22,2;21,8;1,40;278;46;001;000249;W;000046;W000046266540001
000014;T237L3;000014;001;00013;00000;00000;01;0000266541;99,9;30,7;30,3;1,40;279;47;001;000249;W;000047;W000047266541001
000014;T237L3;000014;001;00013;00000;00000;01;0000266542;81,7;25,2;24,8;1,40;280;48;001;000249;W;000048;W000048266542001
000014;T237L3;000014;001;00013;00000;00000;01;0000266543;99,8;30,6;30,2;1,40;281;49;001;000249;W;000049;W000049266543001
000014;T237L3;000014;001;00013;00000;00000;01;0000266544;82,4;25,4;25,0;1,40;282;50;001;000249;W;000050;W000050266544001
000014;T237L3;000014;001;00013;00000;00000;01;0000266545;101;31,0;30,6;1,40;283;51;001;000249;W;000051;W000051266545001
000014;T237L3;000014;001;00013;00000;00000;01;0000266546;91,5;28,1;27,7;1,40;284;52;001;000249;W;000052;W000052266546001
000014;T237L3;000014;001;00013;00000;00000;01;0000266547;101,4;31,1;30,7;1,40;285;53;001;000249;W;000053;W000053266547001
000014;T237L3;000014;001;00013;00000;00000;01;0000266548;84;25,9;25,5;1,40;286;54;001;000249;W;000054;W000054266548001
000014;T237L3;000014;001;00013;00000;00000;01;0000266549;102,8;31,6;31,2;1,40;287;55;001;000249;W;000055;W000055266549001
000014;T237L3;000014;001;00013;00000;00000;01;0000266550;88;27,1;26,7;1,40;288;56;001;000249;W;000056;W000056266550001
000014;T237L3;000014;001;00013;00000;00000;01;0000266551;102,1;31,3;30,9;1,40;289;57;001;000249;W;000057;W000057266551001
000014;T237L3;000014;001;00013;00000;00000;01;0000266552;90;27,7;27,3;1,40;290;58;001;000249;W;000058;W000058266552001
000014;T237L3;000014;001;00013;00000;00000;01;0000266553;105,4;32,3;31,9;1,40;291;59;001;000249;W;000059;W000059266553001
000014;T237L3;000014;001;00013;00000;00000;01;0000266554;88,4;27,2;26,8;1,40;292;60;001;000249;W;000060;W000060266554001
000014;T237L4;000014;001;00013;00000;00000;01;0000266555;99,8;30,6;30,2;1,40;293;61;001;000249;W;000061;W000061266555001
000014;T237L4;000014;001;00013;00000;00000;01;0000266556;76,7;23,6;23,2;1,40;294;62;001;000249;W;000062;W000062266556001
000014;T237L4;000014;001;00013;00000;00000;01;0000266557;95,8;29,4;29,0;1,40;295;63;001;000249;W;000063;W000063266557001
000014;T237L4;000014;001;00013;00000;00000;01;0000266558;85;26,2;25,8;1,40;296;64;001;000249;W;000064;W000064266558001
000014;T237L4;000014;001;00013;00000;00000;01;0000266559;102,7;31,5;31,1;1,40;297;65;001;000249;W;000065;W000065266559001
000014;T237L4;000014;001;00013;00000;00000;01;0000266560;85;26,2;25,8;1,40;298;66;001;000249;W;000066;W000066266560001
000014;T237L4;000014;001;00013;00000;00000;01;0000266561;102,8;31,6;31,2;1,40;299;67;001;000249;W;000067;W000067266561001
000014;T237L4;000014;001;00013;00000;00000;01;0000266562;109,9;33,7;33,3;1,40;300;68;001;000249;W;000068;W000068266562001
000014;T237L4;000014;001;00013;00000;00000;01;0000266563;110,1;33,8;33,4;1,40;301;69;001;000249;W;000069;W000069266563001
000014;T237L4;000014;001;00013;00000;00000;01;0000266564;95,2;29,2;28,8;1,40;302;70;001;000249;W;000070;W000070266564001
000014;T237L4;000014;001;00013;00000;00000;01;0000266565;101,6;31,2;30,8;1,40;303;71;001;000249;W;000071;W000071266565001
000014;T237L4;000014;001;00013;00000;00000;01;0000266566;89,7;27,6;27,2;1,40;304;72;001;000249;W;000072;W000072266566001
000014;T237L4;000014;001;00013;00000;00000;01;0000266567;100,6;30,9;30,5;1,40;305;73;001;000249;W;000073;W000073266567001
000014;T237L4;000014;001;00013;00000;00000;01;0000266568;86,7;26,7;26,3;1,40;306;74;001;000249;W;000074;W000074266568001
000014;T237L4;000014;001;00013;00000;00000;01;0000266569;100;30,7;30,3;1,40;307;75;001;000249;W;000075;W000075266569001
000014;T237L4;000014;001;00013;00000;00000;01;0000266570;87,7;27,0;26,6;1,40;308;76;001;000249;W;000076;W000076266570001
000014;T237L4;000014;001;00013;00000;00000;01;0000266571;101,4;31,1;30,7;1,40;309;77;001;000249;W;000077;W000077266571001
000014;T237L4;000014;001;00013;00000;00000;01;0000266572;87,6;26,9;26,5;1,40;310;78;001;000249;W;000078;W000078266572001
000014;T237L4;000014;001;00013;00000;00000;01;0000266573;100,3;30,8;30,4;1,40;311;79;001;000249;W;000079;W000079266573001
000014;T237L4;000014;001;00013;00000;00000;01;0000266574;77,4;23,9;23,5;1,40;312;80;001;000249;W;000080;W000080266574001
000014;T237L5;000014;001;00013;00000;00000;01;0000266575;101,4;31,1;30,7;1,40;313;81;001;000249;W;000081;W000081266575001
000014;T237L5;000014;001;00013;00000;00000;01;0000266576;58,1;18,0;17,6;1,40;314;82;001;000249;W;000082;W000082266576001
000014;T237L5;000014;001;00013;00000;00000;01;0000266577;98;30,1;29,7;1,40;315;83;001;000249;W;000083;W000083266577001
000014;T237L5;000014;001;00013;00000;00000;01;0000266578;89,4;27,5;27,1;1,40;316;84;001;000249;W;000084;W000084266578001
000014;T237L5;000014;001;00013;00000;00000;01;0000266579;91,5;28,1;27,7;1,40;317;85;001;000249;W;000085;W000085266579001
000014;T237L5;000014;001;00013;00000;00000;01;0000266580;105,6;32,4;32,0;1,40;318;86;001;000249;W;000086;W000086266580001
000014;T237L5;000014;001;00013;00000;00000;01;0000266581;101,8;31,2;30,8;1,40;319;87;001;000249;W;000087;W000087266581001
000014;T237L5;000014;001;00013;00000;00000;01;0000266582;92,8;28,5;28,1;1,40;320;88;001;000249;W;000088;W000088266582001
000014;T237L5;000014;001;00013;00000;00000;01;0000266583;91,9;28,2;27,8;1,40;321;89;001;000249;W;000089;W000089266583001
000014;T237L5;000014;001;00013;00000;00000;01;0000266584;79,6;24,5;24,1;1,40;322;90;001;000249;W;000090;W000090266584001
000014;T237L5;000014;001;00013;00000;00000;01;0000266585;100,1;30,7;30,3;1,40;323;91;001;000249;W;000091;W000091266585001
000014;T237L5;000014;001;00013;00000;00000;01;0000266586;86,8;26,7;26,3;1,40;324;92;001;000249;W;000092;W000092266586001
000014;T237L5;000014;001;00013;00000;00000;01;0000266587;100,5;30,9;30,5;1,40;325;93;001;000249;W;000093;W000093266587001
000014;T237L5;000014;001;00013;00000;00000;01;0000266588;100;30,7;30,3;1,40;326;94;001;000249;W;000094;W000094266588001
000014;T237L5;000014;001;00013;00000;00000;01;0000266589;100,4;30,8;30,4;1,40;327;95;001;000249;W;000095;W000095266589001
000014;T237L5;000014;001;00013;00000;00000;01;0000266590;98;30,1;29,7;1,40;328;96;001;000249;W;000096;W000096266590001
000014;T237L5;000014;001;00013;00000;00000;01;0000266591;100,7;30,9;30,5;1,40;329;97;001;000249;W;000097;W000097266591001
000014;T237L5;000014;001;00013;00000;00000;01;0000266592;71,1;21,9;21,5;1,40;330;98;001;000249;W;000098;W000098266592001
000014;T237L5;000014;001;00013;00000;00000;01;0000266593;98,3;30,2;29,8;1,40;331;99;001;000249;W;000099;W000099266593001
000014;T237L5;000014;001;00013;00000;00000;01;0000266594;109,7;33,6;33,2;1,40;332;100;001;000249;W;000100;W000100266594001
000014;T237L6;000014;001;00013;00000;00000;01;0000266595;94,8;29,1;28,7;1,40;333;101;001;000249;W;000101;W000101266595001
000014;T237L6;000014;001;00013;00000;00000;01;0000266596;111;34,0;33,6;1,40;334;102;001;000249;W;000102;W000102266596001
000014;T237L6;000014;001;00013;00000;00000;01;0000266597;111;34,0;33,6;1,40;335;103;001;000249;W;000103;W000103266597001
000014;T237L6;000014;001;00013;00000;00000;01;0000266598;35,6;11,2;10,8;1,40;336;104;001;000249;W;000104;W000104266598001
000014;T237L6;000014;001;00013;00000;00000;01;0000266599;100,5;30,9;30,5;1,40;337;105;001;000249;W;000105;W000105266599001
000014;T237L6;000014;001;00013;00000;00000;01;0000266600;86,4;26,6;26,2;1,40;338;106;001;000249;W;000106;W000106266600001
000014;T237L6;000014;001;00013;00000;00000;01;0000266601;99,3;30,5;30,1;1,40;339;107;001;000249;W;000107;W000107266601001
000014;T237L6;000014;001;00013;00000;00000;01;0000266602;95,7;29,4;29,0;1,40;340;108;001;000249;W;000108;W000108266602001
000014;T237L6;000014;001;00013;00000;00000;01;0000266603;97,8;30,0;29,6;1,40;341;109;001;000249;W;000109;W000109266603001
000014;T237L6;000014;001;00013;00000;00000;01;0000266604;68,6;21,2;20,8;1,40;342;110;001;000249;W;000110;W000110266604001
000014;T237L6;000014;001;00013;00000;00000;01;0000266605;96,8;29,7;29,3;1,40;343;111;001;000249;W;000111;W000111266605001
000014;T237L6;000014;001;00013;00000;00000;01;0000266606;100,6;30,9;30,5;1,40;344;112;001;000249;W;000112;W000112266606001
000014;T237L6;000014;001;00013;00000;00000;01;0000266607;110,5;33,9;33,5;1,40;345;113;001;000249;W;000113;W000113266607001
000014;T237L6;000014;001;00013;00000;00000;01;0000266608;104,6;32,1;31,7;1,40;346;114;001;000249;W;000114;W000114266608001
000014;T237L6;000014;001;00013;00000;00000;01;0000266609;100,9;31,0;30,6;1,40;347;115;001;000249;W;000115;W000115266609001
000014;T237L6;000014;001;00013;00000;00000;01;0000266610;97,1;29,8;29,4;1,40;348;116;001;000249;W;000116;W000116266610001
000014;T237L6;000014;001;00013;00000;00000;01;0000266611;84,4;26,0;25,6;1,40;349;117;001;000249;W;000117;W000117266611001
000014;T237L6;000014;001;00013;00000;00000;01;0000266612;94,2;28,9;28,5;1,40;350;118;001;000249;W;000118;W000118266612001
000014;T237L6;000014;001;00013;00000;00000;01;0000266613;111,8;34,3;33,9;1,40;351;119;001;000249;W;000119;W000119266613001
000014;T237L6;000014;001;00013;00000;00000;01;0000266614;108;33,1;32,7;1,40;352;120;001;000249;W;000120;W000120266614001
000014;T237L6;000014;001;00013;00000;00000;01;0000266615;101,5;31,2;30,8;1,40;353;121;001;000249;W;000121;W000121266615001
000014;T237L6;000014;001;00013;00000;00000;01;0000266616;58,7;18,2;17,8;1,40;354;122;001;000249;W;000122;W000122266616001
000014;T237L6;000014;001;00013;00000;00000;01;0000266617;100;30,7;30,3;1,40;355;123;001;000249;W;000123;W000123266617001
000014;T237L6;000014;001;00013;00000;00000;01;0000266618;86,9;26,7;26,3;1,40;356;124;001;000249;W;000124;W000124266618001
000014;T237L1;000014;001;00014;00000;00000;01;0000266619;102;31,3;30,9;1,40;357;1;001;000249;W;000001;W000001266619001
000014;T237L1;000014;001;00014;00000;00000;01;0000266620;53,5;16,6;16,2;1,40;358;2;001;000249;W;000002;W000002266620001
000014;T237L1;000014;001;00014;00000;00000;01;0000266621;101,5;31,2;30,8;1,40;359;3;001;000249;W;000003;W000003266621001
000014;T237L1;000014;001;00014;00000;00000;01;0000266622;91,5;28,1;27,7;1,40;360;4;001;000249;W;000004;W000004266622001
000014;T237L1;000014;001;00014;00000;00000;01;0000266623;101,4;31,1;30,7;1,40;361;5;001;000249;W;000005;W000005266623001
000014;T237L1;000014;001;00014;00000;00000;01;0000266624;102,4;31,4;31,0;1,40;362;6;001;000249;W;000006;W000006266624001
000014;T237L1;000014;001;00014;00000;00000;01;0000266625;100,5;30,9;30,5;1,40;363;7;001;000249;W;000007;W000007266625001
000014;T237L1;000014;001;00014;00000;00000;01;0000266626;90,4;27,8;27,4;1,40;364;8;001;000249;W;000008;W000008266626001
000014;T237L1;000014;001;00014;00000;00000;01;0000266627;101,3;31,1;30,7;1,40;365;9;001;000249;W;000009;W000009266627001
000014;T237L1;000014;001;00014;00000;00000;01;0000266628;97,5;29,9;29,5;1,40;366;10;001;000249;W;000010;W000010266628001
000014;T237L1;000014;001;00014;00000;00000;01;0000266629;101,5;31,2;30,8;1,40;367;11;001;000249;W;000011;W000011266629001
000014;T237L1;000014;001;00014;00000;00000;01;0000266630;96,4;29,6;29,2;1,40;368;12;001;000249;W;000012;W000012266630001
000014;T237L1;000014;001;00014;00000;00000;01;0000266631;100;30,7;30,3;1,40;369;13;001;000249;W;000013;W000013266631001
000014;T237L1;000014;001;00014;00000;00000;01;0000266632;95,8;29,4;29,0;1,40;370;14;001;000249;W;000014;W000014266632001
000014;T237L1;000014;001;00014;00000;00000;01;0000266633;101,9;31,3;30,9;1,40;371;15;001;000249;W;000015;W000015266633001
000014;T237L1;000014;001;00014;00000;00000;01;0000266634;94,8;29,1;28,7;1,40;372;16;001;000249;W;000016;W000016266634001
000014;T237L1;000014;001;00014;00000;00000;01;0000266635;102,6;31,5;31,1;1,40;373;17;001;000249;W;000017;W000017266635001
000014;T237L1;000014;001;00014;00000;00000;01;0000266636;57,9;17,9;17,5;1,40;374;18;001;000249;W;000018;W000018266636001
000014;T237L1;000014;001;00014;00000;00000;01;0000266637;97,5;29,9;29,5;1,40;375;19;001;000249;W;000019;W000019266637001
000014;T237L1;000014;001;00014;00000;00000;01;0000266638;99,2;30,5;30,1;1,40;376;20;001;000249;W;000020;W000020266638001
000014;T237L1;000014;001;00014;00000;00000;01;0000266639;64,9;20,1;19,7;1,40;377;21;001;000249;W;000021;W000021266639001
000014;T237L1;000014;001;00014;00000;00000;01;0000266640;100,8;30,9;30,5;1,40;378;22;001;000249;W;000022;W000022266640001
000014;T237L1;000014;001;00014;00000;00000;01;0000266641;94,5;29,0;28,6;1,40;379;23;001;000249;W;000023;W000023266641001
000014;T237L1;000014;001;00014;00000;00000;01;0000266642;105,3;32,3;31,9;1,40;380;24;001;000249;W;000024;W000024266642001
000014;T237L1;000014;001;00014;00000;00000;01;0000266643;91,4;28,1;27,7;1,40;381;25;001;000249;W;000025;W000025266643001
000014;T237L1;000014;001;00014;00000;00000;01;0000266644;100,4;30,8;30,4;1,40;382;26;001;000249;W;000026;W000026266644001
000014;T237L2;000014;001;00014;00000;00000;01;0000266645;61;18,9;18,5;1,40;383;27;001;000249;W;000027;W000027266645001
000014;T237L2;000014;001;00014;00000;00000;01;0000266646;101;31,0;30,6;1,40;384;28;001;000249;W;000028;W000028266646001
000014;T237L2;000014;001;00014;00000;00000;01;0000266647;98,1;30,1;29,7;1,40;385;29;001;000249;W;000029;W000029266647001
000014;T237L2;000014;001;00014;00000;00000;01;0000266648;100,8;30,9;30,5;1,40;386;30;001;000249;W;000030;W000030266648001
000014;T237L2;000014;001;00014;00000;00000;01;0000266649;95,6;29,4;29,0;1,40;387;31;001;000249;W;000031;W000031266649001
000014;T237L2;000014;001;00014;00000;00000;01;0000266650;100,1;30,7;30,3;1,40;388;32;001;000249;W;000032;W000032266650001
000014;T237L2;000014;001;00014;00000;00000;01;0000266651;103,4;31,7;31,3;1,40;389;33;001;000249;W;000033;W000033266651001
000014;T237L2;000014;001;00014;00000;00000;01;0000266652;109,5;33,6;33,2;1,40;390;34;001;000249;W;000034;W000034266652001
000014;T237L2;000014;001;00014;00000;00000;01;0000266653;109,4;33,6;33,2;1,40;391;35;001;000249;W;000035;W000035266653001
000014;T237L2;000014;001;00014;00000;00000;01;0000266654;97,6;30,0;29,6;1,40;392;36;001;000249;W;000036;W000036266654001
000014;T237L2;000014;001;00014;00000;00000;01;0000266655;96,9;29,8;29,4;1,40;393;37;001;000249;W;000037;W000037266655001
000014;T237L2;000014;001;00014;00000;00000;01;0000266656;99,2;30,5;30,1;1,40;394;38;001;000249;W;000038;W000038266656001
000014;T237L2;000014;001;00014;00000;00000;01;0000266657;95,4;29,3;28,9;1,40;395;39;001;000249;W;000039;W000039266657001
000014;T237L2;000014;001;00014;00000;00000;01;0000266658;99,6;30,6;30,2;1,40;396;40;001;000249;W;000040;W000040266658001
000014;T237L2;000014;001;00014;00000;00000;01;0000266659;97,6;30,0;29,6;1,40;397;41;001;000249;W;000041;W000041266659001
000014;T237L2;000014;001;00014;00000;00000;01;0000266660;102,1;31,3;30,9;1,40;398;42;001;000249;W;000042;W000042266660001
000014;T237L2;000014;001;00014;00000;00000;01;0000266661;100,5;30,9;30,5;1,40;399;43;001;000249;W;000043;W000043266661001
000014;T237L2;000014;001;00014;00000;00000;01;0000266662;93,9;28,9;28,5;1,40;400;44;001;000249;W;000044;W000044266662001
000014;T237L2;000014;001;00014;00000;00000;01;0000266663;101,1;31,0;30,6;1,40;401;45;001;000249;W;000045;W000045266663001
000014;T237L2;000014;001;00014;00000;00000;01;0000266664;64,4;19,9;19,5;1,40;402;46;001;000249;W;000046;W000046266664001
000014;T237L2;000014;001;00014;00000;00000;01;0000266665;100,3;30,8;30,4;1,40;403;47;001;000249;W;000047;W000047266665001
000014;T237L2;000014;001;00014;00000;00000;01;0000266666;95,4;29,3;28,9;1,40;404;48;001;000249;W;000048;W000048266666001
000014;T237L3;000014;001;00014;00000;00000;01;0000266667;104;31,9;31,5;1,40;405;49;001;000249;W;000049;W000049266667001
000014;T237L3;000014;001;00014;00000;00000;01;0000266668;93,6;28,8;28,4;1,40;406;50;001;000249;W;000050;W000050266668001
000014;T237L3;000014;001;00014;00000;00000;01;0000266669;102,6;31,5;31,1;1,40;407;51;001;000249;W;000051;W000051266669001
000014;T237L3;000014;001;00014;00000;00000;01;0000266670;90;27,7;27,3;1,40;408;52;001;000249;W;000052;W000052266670001
000014;T237L3;000014;001;00014;00000;00000;01;0000266671;100,6;30,9;30,5;1,40;409;53;001;000249;W;000053;W000053266671001
000014;T237L3;000014;001;00014;00000;00000;01;0000266672;57,2;17,7;17,3;1,40;410;54;001;000249;W;000054;W000054266672001
